# session start 2026-06-12T14:33:14
time,lat,lon,alt_gps,sats,millis,alt_baro,temp,pressure,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,high_ax,high_ay,high_az,voltage,current,watt,source,rssi,snr
2026-06-12T14:49:50,12.609143,100.941299,5.30,12,2281241,281.61,38.58,979.88,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.872,-102.500,-0.397,port1,-91,10.25
2026-06-12T14:49:50,12.609143,100.941299,5.30,12,2281929,291.36,38.58,978.74,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.888,-92.600,-0.360,port1,-92,11.00
2026-06-12T14:49:51,12.609145,100.941299,5.30,12,2282615,296.85,38.59,978.10,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.892,-97.400,-0.379,port1,-93,10.00
2026-06-12T14:49:52,12.609145,100.941299,5.30,12,2283299,298.56,38.59,977.90,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.896,-98.800,-0.385,port1,-96,7.50
2026-06-12T14:49:52,12.609145,100.941299,5.30,12,2283986,295.99,38.59,978.20,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.892,-96.500,-0.376,port1,-96,10.25
2026-06-12T14:49:53,12.608959,100.941246,5.30,12,2284675,289.65,38.59,978.94,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.888,-98.200,-0.382,port1,-94,10.25
2026-06-12T14:49:54,12.608959,100.941246,5.30,12,2285360,279.38,38.59,980.14,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.880,-92.600,-0.359,port1,-93,10.75
2026-06-12T14:49:55,12.608959,100.941246,5.30,12,2286049,265.37,38.59,981.78,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.872,-107.200,-0.415,port1,-90,11.50
2026-06-12T14:49:55,12.608959,100.941246,5.30,0,2286746,247.62,38.60,983.86,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.888,-103.400,-0.402,port1,-92,10.00
2026-06-12T14:49:56,12.608959,100.941246,5.30,0,2287438,225.98,38.60,986.40,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.872,-107.200,-0.415,port1,-92,10.25
2026-06-12T14:49:57,12.608959,100.941246,5.30,0,2288134,199.98,38.60,989.46,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.880,-95.600,-0.371,port1,-97,7.75
2026-06-12T14:49:58,12.607851,100.940933,5.30,0,2289533,143.94,38.62,996.08,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.656,-87.300,-0.319,port1,-96,3.00
2026-06-12T14:49:59,12.607851,100.940933,5.30,0,2290232,143.61,38.35,996.12,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.616,-99.500,-0.360,port1,-97,7.00
2026-06-12T14:49:59,12.607851,100.940933,5.30,0,2290932,136.35,38.21,996.98,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.708,-91.200,-0.338,port1,-100,3.50
2026-06-12T14:50:00,12.607851,100.940933,5.30,0,2291699,129.94,38.01,997.74,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.780,-96.900,-0.366,port1,-98,5.50
2026-06-12T14:50:01,12.607851,100.940933,5.30,0,2292500,127.75,37.81,998.00,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.796,-102.200,-0.388,port1,-97,7.25
2026-06-12T14:50:02,12.606485,100.940437,126.10,12,2293169,126.06,37.67,998.20,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.776,-99.100,-0.374,port1,-97,8.00
2026-06-12T14:50:02,12.606485,100.940437,126.10,12,2293848,122.02,37.56,998.68,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.784,-105.400,-0.399,port1,-98,5.75
2026-06-12T14:50:03,12.606485,100.940437,126.10,12,2294525,116.80,37.49,999.30,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.812,-101.300,-0.386,port1,-103,1.25
2026-06-12T14:50:04,12.606573,100.940445,118.60,12,2295203,119.49,37.33,998.98,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.808,-95.900,-0.365,port1,-105,-7.25
2026-06-12T14:50:04,12.606573,100.940445,118.60,12,2295884,113.43,37.23,999.70,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.804,-100.400,-0.382,port1,-97,7.00
2026-06-12T14:50:05,12.606594,100.940491,118.60,12,2296571,113.26,37.08,999.72,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.776,-96.600,-0.365,port1,-90,10.50
2026-06-12T14:50:06,12.606594,100.940491,118.60,12,2297256,106.87,37.01,1000.48,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.832,-95.600,-0.366,port1,-92,10.25
2026-06-12T14:50:06,12.606594,100.940491,118.60,12,2297940,105.35,36.85,1000.66,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.808,-98.600,-0.375,port1,-92,9.50
2026-06-12T14:50:07,12.606594,100.940491,118.60,12,2298626,102.32,36.74,1001.02,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.772,-95.900,-0.362,port2,-91,9.25
2026-06-12T14:50:08,12.606594,100.940491,118.60,12,2299313,101.15,36.61,1001.16,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.804,-97.300,-0.370,port1,-89,11.25
2026-06-12T14:50:09,12.606594,100.940491,118.60,12,2300001,100.14,36.51,1001.28,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.804,-94.100,-0.358,port1,-90,11.00
2026-06-12T14:50:09,12.606594,100.940491,118.60,12,2300693,95.26,36.40,1001.86,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.772,-110.200,-0.416,port1,-88,11.25
2026-06-12T14:50:10,12.606686,100.940514,104.90,12,2301385,90.06,36.27,1002.48,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.784,-109.100,-0.413,port1,-86,11.50
2026-06-12T14:50:11,12.606686,100.940514,104.90,12,2302079,85.35,36.16,1003.04,0.2305,-0.1289,0.0859,0.0098,0.0449,0.0020,0.6993,0.0096,-0.0036,-0.7148,0.00,0.00,0.00,3.812,-100.300,-0.382,port1,-90,10.00
