time,lat,lon,alt_gps,sats,millis,alt_baro,temp,pressure,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,high_ax,high_ay,high_az,voltage,current,watt,source,rssi,snr,time_s,accel_mag,alt_smooth,vz
2026-06-12 14:50:25,12.607054,100.940559,57.7,12,2316107,30.6,34.48,1009.58,0.2305,-0.1289,0.0859,0.0098,0.0449,0.002,0.6993,0.0096,-0.0036,-0.7148,0.0,0.0,0.0,3.788,-94.8,-0.359,port1,-85,12.0,43.0,0.277712567234542,31.303999999999995,-3.9420000000000073
2026-06-12 14:50:25,12.607088,100.940544,48.9,12,2316782,28.43,34.43,1009.84,0.2305,-0.1289,0.0859,0.0098,0.0449,0.002,0.6993,0.0096,-0.0036,-0.7148,0.0,0.0,0.0,3.812,-100.0,-0.381,port2,-92,10.75,43.0,0.277712567234542,27.630000000000003,-inf
2026-06-12 14:50:26,12.607088,100.940544,48.9,12,2317467,23.09,34.4,1010.48,0.2305,-0.1289,0.0859,0.0098,0.0449,0.002,0.6993,0.0096,-0.0036,-0.7148,0.0,0.0,0.0,3.788,-100.6,-0.381,port2,-104,-1.75,44.0,0.277712567234542,24.858,-2.772000000000002
2026-06-12 14:50:27,12.607088,100.940544,48.9,12,2318156,21.42,34.4,1010.68,0.2305,-0.1289,0.0859,0.0098,0.0449,0.002,0.6993,0.0096,-0.0036,-0.7148,0.0,0.0,0.0,3.824,-95.3,-0.364,port1,-98,7.5,45.0,0.277712567234542,23.088,-1.7699999999999996
2026-06-12 14:50:27,12.607117,100.940544,40.8,12,2318838,20.75,34.41,1010.76,0.2305,-0.1289,0.0859,0.0098,0.0449,0.002,0.6993,0.0096,-0.0036,-0.7148,0.0,0.0,0.0,3.812,-96.6,-0.368,port1,-97,7.25,45.0,0.277712567234542,21.72,-inf
2026-06-12 14:50:28,12.607117,100.940544,40.8,12,2319518,21.75,34.38,1010.64,0.2305,-0.1289,0.0859,0.0098,0.0449,0.002,0.6993,0.0096,-0.0036,-0.7148,0.0,0.0,0.0,3.812,-94.4,-0.36,port2,-107,-1.25,46.0,0.277712567234542,21.552,-0.16799999999999926
2026-06-12 14:50:29,12.607117,100.940544,40.8,12,2320201,21.59,34.35,1010.66,0.2305,-0.1289,0.0859,0.0098,0.0449,0.002,0.6993,0.0096,-0.0036,-0.7148,0.0,0.0,0.0,3.796,-90.5,-0.344,port1,-96,5.0,47.0,0.277712567234542,21.785999999999998,0.2339999999999982
2026-06-12 14:50:29,12.607188,100.940567,40.8,12,2320885,22.25,34.32,1010.58,0.2305,-0.1289,0.0859,0.0098,0.0449,0.002,0.6993,0.0096,-0.0036,-0.7148,0.0,0.0,0.0,3.8,-106.5,-0.405,port1,-91,9.5,47.0,0.277712567234542,22.22,inf
2026-06-12 14:50:30,12.607224,100.940552,40.8,12,2321580,22.59,34.28,1010.54,0.2305,-0.1289,0.0859,0.0098,0.0449,0.002,0.6993,0.0096,-0.0036,-0.7148,0.0,0.0,0.0,3.78,-94.2,-0.356,port1,-92,9.75,48.0,0.277712567234542,,
2026-06-12 14:50:31,12.607224,100.940552,40.8,12,2322271,22.92,34.26,1010.5,0.2305,-0.1289,0.0859,0.0098,0.0449,0.002,0.6993,0.0096,-0.0036,-0.7148,0.0,0.0,0.0,3.82,-107.8,-0.412,port1,-101,0.0,49.0,0.277712567234542,,
